CRC,Size (Bytes),Frame ID (Type),Sequential ID,RTC Send Datetime,RTC Log Datetime,Driver ID,Events Group,BMS-1 Voltage (Volt),BMS-1 Current (Ampere),BMS-2 Voltage (Volt),BMS-2 Current (Ampere),GPS Longitude,GPS Latitude,GPS HDOP,GPS Heading (Degree),Vehicle Speed (Km/hr),Odometer (Km),Signal Quality (%),Battery Voltage (mVolt),Range Approximation (Km),Battery Efficiency (Km/kWh),Trip A (Km),Trip B (Km),BMS-1 SoC (%),BMS-1 Temperature (Celcius),BMS-2 SoC (%),BMS-2 Temperature (Celcius)
0DF0E9D3,83,2 (Full),5.119,"Fri, 02 Oct 2020, 16:16:20","Fri, 02 Oct 2020, 16:12:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6917632,-7.568516,1,198,63,5.026,83,3.762,172,84,0,0,0,0.00,0,0.00
E859D218,83,2 (Full),5.120,"Fri, 02 Oct 2020, 16:16:22","Fri, 02 Oct 2020, 16:12:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6916096,-7.5689232,1,200,51,5.026,74,3.726,169,87,0,0,0,0.00,0,0.00
F22A2985,83,2 (Full),5.121,"Fri, 02 Oct 2020, 16:16:25","Fri, 02 Oct 2020, 16:12:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6914304,-7.5693136,1,202,58,5.026,93,3.762,166,90,0,0,0,0.00,0,0.00
E78564DE,83,2 (Full),5.122,"Fri, 02 Oct 2020, 16:16:27","Fri, 02 Oct 2020, 16:13:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6912768,-7.5697464,1,198,60,5.026,93,3.762,163,93,0,0,0,0.00,0,0.00
B212A2C9,83,2 (Full),5.123,"Fri, 02 Oct 2020, 16:16:29","Fri, 02 Oct 2020, 16:13:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6911104,-7.570196,1,196,62,5.026,74,3.762,160,96,0,0,0,0.00,0,0.00
3F388EC7,83,2 (Full),5.124,"Fri, 02 Oct 2020, 16:16:33","Fri, 02 Oct 2020, 16:13:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6910208,-7.570656,1,188,62,5.026,83,3.762,157,99,0,0,0,0.00,0,0.00
10237141,83,2 (Full),5.125,"Fri, 02 Oct 2020, 16:16:36","Fri, 02 Oct 2020, 16:13:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909824,-7.5711352,1,180,63,5.026,90,3.762,154,102,0,0,0,0.00,0,0.00
C71687D9,83,2 (Full),5.126,"Fri, 02 Oct 2020, 16:16:38","Fri, 02 Oct 2020, 16:13:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909696,-7.5716192,1,180,63,5.026,93,3.762,151,105,0,0,0,0.00,0,0.00
41109E52,83,2 (Full),5.127,"Fri, 02 Oct 2020, 16:16:40","Fri, 02 Oct 2020, 16:13:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909696,-7.572112,1,178,65,5.026,90,3.762,148,108,0,0,0,0.00,0,0.00
A6510046,83,2 (Full),5.128,"Fri, 02 Oct 2020, 16:16:43","Fri, 02 Oct 2020, 16:13:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909696,-7.572568,1,180,56,5.026,93,3.762,145,111,0,0,0,0.00,0,0.00
2F99E6BA,83,2 (Full),5.129,"Fri, 02 Oct 2020, 16:16:45","Fri, 02 Oct 2020, 16:13:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909696,-7.572996,1,180,57,5.026,87,3.762,142,114,0,0,0,0.00,0,0.00
F5376F70,83,2 (Full),5.130,"Fri, 02 Oct 2020, 16:16:47","Fri, 02 Oct 2020, 16:13:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909696,-7.5734264,1,182,57,5.026,83,3.762,139,117,0,0,0,0.00,0,0.00
907471B1,83,2 (Full),5.131,"Fri, 02 Oct 2020, 16:16:50","Fri, 02 Oct 2020, 16:13:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.690944,-7.573864,1,180,56,5.026,83,3.762,136,120,0,0,0,0.00,0,0.00
8A9F5CAF,83,2 (Full),5.132,"Fri, 02 Oct 2020, 16:16:52","Fri, 02 Oct 2020, 16:13:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.690944,-7.57428,1,178,53,5.026,77,3.762,133,123,0,0,0,0.00,0,0.00
30DA9CAA,83,2 (Full),5.133,"Fri, 02 Oct 2020, 16:16:55","Fri, 02 Oct 2020, 16:13:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.690944,-7.5746784,1,180,51,5.026,74,3.762,130,126,0,0,0,0.00,0,0.00
8E7BFE44,83,2 (Full),5.134,"Fri, 02 Oct 2020, 16:16:57","Fri, 02 Oct 2020, 16:13:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909696,-7.5750328,1,178,42,5.026,83,3.762,127,129,0,0,0,0.00,0,0.00
977FB711,83,2 (Full),5.135,"Fri, 02 Oct 2020, 16:16:59","Fri, 02 Oct 2020, 16:13:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.690944,-7.5753096,1,180,31,5.026,83,3.744,124,132,0,0,0,0.00,0,0.00
5DE133DF,83,2 (Full),5.136,"Fri, 02 Oct 2020, 16:17:01","Fri, 02 Oct 2020, 16:13:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909824,-7.575536,1,176,29,5.026,77,3.762,121,135,0,0,0,0.00,0,0.00
969C7115,83,2 (Full),5.137,"Fri, 02 Oct 2020, 16:17:04","Fri, 02 Oct 2020, 16:13:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909824,-7.5757744,1,178,31,5.026,77,3.762,118,138,0,0,0,0.00,0,0.00
44762CC5,83,2 (Full),5.138,"Fri, 02 Oct 2020, 16:17:06","Fri, 02 Oct 2020, 16:13:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.691008,-7.5760488,1,176,39,5.026,74,3.762,115,141,0,0,0,0.00,0,0.00
BD758879,83,2 (Full),5.139,"Fri, 02 Oct 2020, 16:17:09","Fri, 02 Oct 2020, 16:13:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6910336,-7.5763904,1,174,46,5.027,61,3.762,112,144,0,0,0,0.00,0,0.00
F13A977D,83,2 (Full),5.140,"Fri, 02 Oct 2020, 16:17:11","Fri, 02 Oct 2020, 16:13:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6910592,-7.5767664,1,178,50,5.027,58,3.762,109,147,0,0,0,0.00,0,0.00
59E3250F,83,2 (Full),5.141,"Fri, 02 Oct 2020, 16:17:13","Fri, 02 Oct 2020, 16:13:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6910592,-7.5771816,1,178,56,5.027,61,3.762,106,150,0,0,0,0.00,0,0.00
499B9327,83,2 (Full),5.142,"Fri, 02 Oct 2020, 16:17:16","Fri, 02 Oct 2020, 16:14:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6910464,-7.577628,1,178,58,5.027,61,3.762,103,153,0,0,0,0.00,0,0.00
BF6872C2,83,2 (Full),5.143,"Fri, 02 Oct 2020, 16:17:18","Fri, 02 Oct 2020, 16:14:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6910464,-7.5780432,1,180,50,5.027,67,3.762,100,156,0,0,0,0.00,0,0.00
33D25001,83,2 (Full),5.144,"Fri, 02 Oct 2020, 16:17:20","Fri, 02 Oct 2020, 16:14:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6910464,-7.5784208,1,176,47,5.027,61,3.762,97,159,0,0,0,0.00,0,0.00
040CD721,83,2 (Full),5.145,"Fri, 02 Oct 2020, 16:17:23","Fri, 02 Oct 2020, 16:14:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6910464,-7.5787312,1,178,35,5.027,61,3.708,94,162,0,0,0,0.00,0,0.00
FD7EF8CB,83,2 (Full),5.146,"Fri, 02 Oct 2020, 16:17:25","Fri, 02 Oct 2020, 16:14:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6910592,-7.57894,1,164,23,5.027,54,3.762,91,165,0,0,0,0.00,0,0.00
DBC91BC6,83,2 (Full),5.147,"Fri, 02 Oct 2020, 16:17:28","Fri, 02 Oct 2020, 16:14:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6911872,-7.579052,1,108,26,5.027,61,3.780,88,168,0,0,0,0.00,0,0.00
9DA63ED7,83,2 (Full),5.148,"Fri, 02 Oct 2020, 16:17:30","Fri, 02 Oct 2020, 16:14:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6914176,-7.579028,1,70,31,5.027,74,3.762,85,171,0,0,0,0.00,0,0.00
4D2D734A,83,2 (Full),5.149,"Fri, 02 Oct 2020, 16:17:33","Fri, 02 Oct 2020, 16:14:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6916352,-7.5789104,1,62,35,5.027,83,3.762,82,174,0,0,0,0.00,0,0.00
327C4B87,83,2 (Full),5.150,"Fri, 02 Oct 2020, 16:17:35","Fri, 02 Oct 2020, 16:14:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6918656,-7.5788792,1,96,25,5.027,61,3.762,79,177,0,0,0,0.00,0,0.00
4FFD7A3D,83,2 (Full),5.151,"Fri, 02 Oct 2020, 16:17:38","Fri, 02 Oct 2020, 16:14:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6919808,-7.5789704,1,146,19,5.027,58,3.762,76,180,0,0,0,0.00,0,0.00
5F11944C,83,2 (Full),5.152,"Fri, 02 Oct 2020, 16:17:40","Fri, 02 Oct 2020, 16:14:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.691904,-7.579156,1,208,29,5.027,64,3.762,73,183,0,0,0,0.00,0,0.00
9B572B82,83,2 (Full),5.153,"Fri, 02 Oct 2020, 16:17:42","Fri, 02 Oct 2020, 16:14:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6917504,-7.579388,1,212,37,5.027,70,3.762,70,186,0,0,0,0.00,0,0.00
1922CCB5,83,2 (Full),5.154,"Fri, 02 Oct 2020, 16:17:44","Fri, 02 Oct 2020, 16:14:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.691584,-7.5796424,1,208,37,5.027,70,3.744,67,189,0,0,0,0.00,0,0.00
F1691951,83,2 (Full),5.155,"Fri, 02 Oct 2020, 16:17:47","Fri, 02 Oct 2020, 16:14:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6914688,-7.5798664,1,210,29,5.027,64,3.762,64,192,0,0,0,0.00,0,0.00
0CD013F0,83,2 (Full),5.156,"Fri, 02 Oct 2020, 16:17:49","Fri, 02 Oct 2020, 16:14:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.691392,-7.5800376,1,208,21,5.027,67,3.762,61,195,0,0,0,0.00,0,0.00
F6F826AB,83,2 (Full),5.157,"Fri, 02 Oct 2020, 16:17:52","Fri, 02 Oct 2020, 16:14:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.691328,-7.580196,1,200,18,5.027,67,3.762,58,198,0,0,0,0.00,0,0.00
EF12D122,83,2 (Full),5.158,"Fri, 02 Oct 2020, 16:17:55","Fri, 02 Oct 2020, 16:14:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.691264,-7.580316,1,214,19,5.027,74,3.762,55,201,0,0,0,0.00,0,0.00
10E3A166,83,2 (Full),5.159,"Fri, 02 Oct 2020, 16:17:57","Fri, 02 Oct 2020, 16:14:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6911488,-7.5803944,1,268,17,5.027,80,3.762,52,204,0,0,0,0.00,0,0.00
0C840ABE,83,2 (Full),5.160,"Fri, 02 Oct 2020, 16:17:59","Fri, 02 Oct 2020, 16:14:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6910592,-7.5802992,1,338,26,5.027,83,3.726,49,207,0,0,0,0.00,0,0.00
511925DD,83,2 (Full),5.161,"Fri, 02 Oct 2020, 16:18:02","Fri, 02 Oct 2020, 16:14:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.691008,-7.580072,1,352,40,5.027,80,3.726,46,210,0,0,0,0.00,0,0.00
BF011824,83,2 (Full),5.162,"Fri, 02 Oct 2020, 16:18:04","Fri, 02 Oct 2020, 16:15:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909696,-7.579756,1,358,44,5.027,83,3.762,43,213,0,0,0,0.00,0,0.00
C0B3073A,83,2 (Full),5.163,"Fri, 02 Oct 2020, 16:18:07","Fri, 02 Oct 2020, 16:15:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909312,-7.5794472,1,354,39,5.027,67,3.762,40,216,0,0,0,0.00,0,0.00
9BC85FA9,83,2 (Full),5.164,"Fri, 02 Oct 2020, 16:18:09","Fri, 02 Oct 2020, 16:15:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909184,-7.5791728,1,356,34,5.027,70,3.762,37,219,0,0,0,0.00,0,0.00
64BC9770,83,2 (Full),5.165,"Fri, 02 Oct 2020, 16:18:12","Fri, 02 Oct 2020, 16:15:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909056,-7.5789832,1,354,18,5.027,61,3.762,34,222,0,0,0,0.00,0,0.00
69E200FE,83,2 (Full),5.166,"Fri, 02 Oct 2020, 16:18:14","Fri, 02 Oct 2020, 16:15:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908928,-7.5789264,1,346,5,5.027,74,3.744,31,225,0,0,0,0.00,0,0.00
C5C615EA,83,2 (Full),5.167,"Fri, 02 Oct 2020, 16:18:16","Fri, 02 Oct 2020, 16:15:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908544,-7.5789048,1,298,3,5.027,61,3.744,28,228,0,0,0,0.00,0,0.00
016DE3A3,83,2 (Full),5.168,"Fri, 02 Oct 2020, 16:18:19","Fri, 02 Oct 2020, 16:15:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908544,-7.5788896,1,0,1,5.027,48,3.762,25,231,0,0,0,0.00,0,0.00
D3CD077A,83,2 (Full),5.169,"Fri, 02 Oct 2020, 16:18:21","Fri, 02 Oct 2020, 16:15:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908288,-7.5788888,1,0,0,5.027,51,3.762,22,234,0,0,0,0.00,0,0.00
294F1000,83,2 (Full),5.170,"Fri, 02 Oct 2020, 16:18:23","Fri, 02 Oct 2020, 16:15:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908288,-7.5788928,1,0,3,5.027,51,3.762,19,237,0,0,0,0.00,0,0.00
243AC791,83,2 (Full),5.171,"Fri, 02 Oct 2020, 16:18:26","Fri, 02 Oct 2020, 16:15:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908544,-7.5788992,1,0,1,5.027,54,3.762,16,240,0,0,0,0.00,0,0.00
423D983D,83,2 (Full),5.172,"Fri, 02 Oct 2020, 16:18:28","Fri, 02 Oct 2020, 16:15:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908544,-7.5788976,1,0,1,5.027,58,3.762,13,243,0,0,0,0.00,0,0.00
45168093,83,2 (Full),5.173,"Fri, 02 Oct 2020, 16:18:31","Fri, 02 Oct 2020, 16:15:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908544,-7.5789024,1,0,0,5.027,54,3.744,10,246,0,0,0,0.00,0,0.00
9483FF08,83,2 (Full),5.174,"Fri, 02 Oct 2020, 16:18:33","Fri, 02 Oct 2020, 16:15:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908544,-7.5788976,1,0,1,5.027,61,3.762,7,249,0,0,0,0.00,0,0.00
813F7C36,83,2 (Full),5.175,"Fri, 02 Oct 2020, 16:18:38","Fri, 02 Oct 2020, 16:15:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908544,-7.5788888,1,26,1,5.027,61,3.762,4,252,0,0,0,0.00,0,0.00
3696470C,83,2 (Full),5.176,"Fri, 02 Oct 2020, 16:18:41","Fri, 02 Oct 2020, 16:15:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908672,-7.5788912,1,96,1,5.027,64,3.762,1,255,0,0,0,0.00,0,0.00
6D5D25FB,83,2 (Full),5.177,"Fri, 02 Oct 2020, 16:18:43","Fri, 02 Oct 2020, 16:15:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908672,-7.578888,1,100,1,5.027,58,3.762,254,2,0,0,0,0.00,0,0.00
7E414DF9,83,2 (Full),5.178,"Fri, 02 Oct 2020, 16:18:46","Fri, 02 Oct 2020, 16:15:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908928,-7.578888,2,102,2,5.027,61,3.762,251,5,0,0,0,0.00,0,0.00
9A507144,83,2 (Full),5.179,"Fri, 02 Oct 2020, 16:18:49","Fri, 02 Oct 2020, 16:15:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908672,-7.5788824,1,0,1,5.027,51,3.762,248,8,0,0,0,0.00,0,0.00
02E81A79,83,2 (Full),5.180,"Fri, 02 Oct 2020, 16:18:52","Fri, 02 Oct 2020, 16:15:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908288,-7.5788752,1,304,2,5.027,58,3.744,245,11,0,0,0,0.00,0,0.00
0AE9148C,83,2 (Full),5.181,"Fri, 02 Oct 2020, 16:18:54","Fri, 02 Oct 2020, 16:15:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908288,-7.5788768,2,0,0,5.027,54,3.726,242,14,0,0,0,0.00,0,0.00
AE6FDD9B,83,2 (Full),5.182,"Fri, 02 Oct 2020, 16:18:56","Fri, 02 Oct 2020, 16:16:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908288,-7.5788776,2,0,1,5.027,54,3.762,239,17,0,0,0,0.00,0,0.00
2C825680,83,2 (Full),5.183,"Fri, 02 Oct 2020, 16:18:59","Fri, 02 Oct 2020, 16:16:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908544,-7.5788848,1,332,1,5.027,58,3.762,236,20,0,0,0,0.00,0,0.00
2CB5C6E0,83,2 (Full),5.184,"Fri, 02 Oct 2020, 16:19:01","Fri, 02 Oct 2020, 16:16:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908672,-7.578892,1,38,1,5.027,64,3.762,233,23,0,0,0,0.00,0,0.00
F1170F3A,83,2 (Full),5.185,"Fri, 02 Oct 2020, 16:19:03","Fri, 02 Oct 2020, 16:16:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6908928,-7.5788976,1,92,2,5.027,64,3.726,230,26,0,0,0,0.00,0,0.00
3D93533D,83,2 (Full),5.186,"Fri, 02 Oct 2020, 16:19:06","Fri, 02 Oct 2020, 16:16:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909056,-7.5788976,1,0,1,5.027,64,3.762,227,29,0,0,0,0.00,0,0.00
EE7B55D2,83,2 (Full),5.187,"Fri, 02 Oct 2020, 16:19:08","Fri, 02 Oct 2020, 16:16:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909056,-7.5788944,1,100,1,5.027,64,3.762,224,32,0,0,0,0.00,0,0.00
9C11BC63,83,2 (Full),5.188,"Fri, 02 Oct 2020, 16:19:13","Fri, 02 Oct 2020, 16:16:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6909312,-7.5789,2,104,3,5.027,64,3.762,221,35,0,0,0,0.00,0,0.00
