CRC,Size (Bytes),Frame ID (Type),Sequential ID,RTC Send Datetime,RTC Log Datetime,Driver ID,Events Group,BMS-1 Voltage (Volt),BMS-1 Current (Ampere),BMS-2 Voltage (Volt),BMS-2 Current (Ampere),GPS Longitude,GPS Latitude,GPS HDOP,GPS Heading (Degree),Vehicle Speed (Km/hr),Odometer (Km),Signal Quality (%),Battery Voltage (mVolt),Range Approximation (Km),Battery Efficiency (Km/kWh),Trip A (Km),Trip B (Km),BMS-1 SoC (%),BMS-1 Temperature (Celcius),BMS-2 SoC (%),BMS-2 Temperature (Celcius)
01EB63E7,83,2 (Full),5.561,"Fri, 02 Oct 2020, 16:38:16","Fri, 02 Oct 2020, 16:34:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.716992,-7.4639464,1,4,25,5.040,58,3.744,126,130,0,0,0,0.00,0,0.00
D9232BC7,83,2 (Full),5.562,"Fri, 02 Oct 2020, 16:38:18","Fri, 02 Oct 2020, 16:35:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7170304,-7.4637176,1,4,24,5.040,64,3.744,123,133,0,0,0,0.00,0,0.00
F59448BA,83,2 (Full),5.563,"Fri, 02 Oct 2020, 16:38:21","Fri, 02 Oct 2020, 16:35:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.717056,-7.4634912,1,4,25,5.040,64,3.744,120,136,0,0,0,0.00,0,0.00
EA604255,83,2 (Full),5.564,"Fri, 02 Oct 2020, 16:38:27","Fri, 02 Oct 2020, 16:35:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7171072,-7.4632256,1,10,28,5.040,64,3.744,117,139,0,0,0,0.00,0,0.00
E5C58FD0,83,2 (Full),5.565,"Fri, 02 Oct 2020, 16:38:29","Fri, 02 Oct 2020, 16:35:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7171456,-7.4629864,1,8,25,5.040,80,3.744,114,142,0,0,0,0.00,0,0.00
A9CBEE75,83,2 (Full),5.566,"Fri, 02 Oct 2020, 16:38:32","Fri, 02 Oct 2020, 16:35:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7171968,-7.4627424,1,12,25,5.040,77,3.744,111,145,0,0,0,0.00,0,0.00
50587177,83,2 (Full),5.567,"Fri, 02 Oct 2020, 16:38:38","Fri, 02 Oct 2020, 16:35:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7172608,-7.4624832,1,10,29,5.040,70,3.744,108,148,0,0,0,0.00,0,0.00
24FC2A2F,83,2 (Full),5.568,"Fri, 02 Oct 2020, 16:38:43","Fri, 02 Oct 2020, 16:35:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7172864,-7.4622024,1,8,31,5.040,74,3.726,105,151,0,0,0,0.00,0,0.00
877495B6,83,2 (Full),5.569,"Fri, 02 Oct 2020, 16:38:46","Fri, 02 Oct 2020, 16:35:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7172992,-7.4619184,1,8,31,5.040,74,3.744,102,154,0,0,0,0.00,0,0.00
821FBD5B,83,2 (Full),5.570,"Fri, 02 Oct 2020, 16:38:49","Fri, 02 Oct 2020, 16:35:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7173248,-7.4616912,1,6,26,5.040,77,3.708,99,157,0,0,0,0.00,0,0.00
92F4740C,83,2 (Full),5.571,"Fri, 02 Oct 2020, 16:38:52","Fri, 02 Oct 2020, 16:35:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7173632,-7.4615344,1,10,17,5.040,77,3.726,96,160,0,0,0,0.00,0,0.00
5878ECCA,83,2 (Full),5.572,"Fri, 02 Oct 2020, 16:38:54","Fri, 02 Oct 2020, 16:35:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7173888,-7.4614016,1,8,15,5.040,70,3.744,93,163,0,0,0,0.00,0,0.00
52881693,83,2 (Full),5.573,"Fri, 02 Oct 2020, 16:38:57","Fri, 02 Oct 2020, 16:35:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7174016,-7.4612152,1,8,20,5.040,67,3.744,90,166,0,0,0,0.00,0,0.00
F0B1020C,83,2 (Full),5.574,"Fri, 02 Oct 2020, 16:38:59","Fri, 02 Oct 2020, 16:35:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.71744,-7.4610616,1,12,15,5.040,67,3.744,87,169,0,0,0,0.00,0,0.00
0CD9CF85,83,2 (Full),5.575,"Fri, 02 Oct 2020, 16:39:02","Fri, 02 Oct 2020, 16:35:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7174272,-7.4609216,1,2,13,5.040,64,3.744,84,172,0,0,0,0.00,0,0.00
DBAAFBE4,83,2 (Full),5.576,"Fri, 02 Oct 2020, 16:39:06","Fri, 02 Oct 2020, 16:35:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.71744,-7.4607872,1,4,10,5.040,70,3.744,81,175,0,0,0,0.00,0,0.00
BB059340,83,2 (Full),5.577,"Fri, 02 Oct 2020, 16:39:09","Fri, 02 Oct 2020, 16:35:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7174144,-7.4606488,1,340,9,5.040,70,3.744,78,178,0,0,0,0.00,0,0.00
01F19005,83,2 (Full),5.578,"Fri, 02 Oct 2020, 16:39:12","Fri, 02 Oct 2020, 16:35:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7173632,-7.4605304,1,308,9,5.040,70,3.744,75,181,0,0,0,0.00,0,0.00
F57A65A7,83,2 (Full),5.579,"Fri, 02 Oct 2020, 16:39:15","Fri, 02 Oct 2020, 16:35:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7172736,-7.4604752,1,278,14,5.040,64,3.744,72,184,0,0,0,0.00,0,0.00
44E6DAEB,83,2 (Full),5.580,"Fri, 02 Oct 2020, 16:39:17","Fri, 02 Oct 2020, 16:35:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.71712,-7.460408,1,284,18,5.040,61,3.744,69,187,0,0,0,0.00,0,0.00
C541BE03,83,2 (Full),5.581,"Fri, 02 Oct 2020, 16:39:20","Fri, 02 Oct 2020, 16:35:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7169536,-7.4603488,1,284,22,5.040,67,3.744,66,190,0,0,0,0.00,0,0.00
1BD6DA7D,83,2 (Full),5.582,"Fri, 02 Oct 2020, 16:39:23","Fri, 02 Oct 2020, 16:36:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.716864,-7.460328,1,278,12,5.040,64,3.744,63,193,0,0,0,0.00,0,0.00
11BB56B8,83,2 (Full),5.583,"Fri, 02 Oct 2020, 16:39:25","Fri, 02 Oct 2020, 16:36:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7167232,-7.4603056,1,276,15,5.040,70,3.708,60,196,0,0,0,0.00,0,0.00
542EFADA,83,2 (Full),5.584,"Fri, 02 Oct 2020, 16:39:28","Fri, 02 Oct 2020, 16:36:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7165824,-7.460276,1,276,14,5.040,74,3.726,57,199,0,0,0,0.00,0,0.00
436157A5,83,2 (Full),5.585,"Fri, 02 Oct 2020, 16:39:30","Fri, 02 Oct 2020, 16:36:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7164416,-7.4602384,1,278,16,5.040,87,3.744,54,202,0,0,0,0.00,0,0.00
D001A7F7,83,2 (Full),5.586,"Fri, 02 Oct 2020, 16:39:33","Fri, 02 Oct 2020, 16:36:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.716224,-7.4601856,1,280,26,5.040,87,3.744,51,205,0,0,0,0.00,0,0.00
FAF35729,83,2 (Full),5.587,"Fri, 02 Oct 2020, 16:39:35","Fri, 02 Oct 2020, 16:36:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7159936,-7.4601496,1,276,28,5.040,90,3.744,48,208,0,0,0,0.00,0,0.00
8B1BE69A,83,2 (Full),5.588,"Fri, 02 Oct 2020, 16:39:38","Fri, 02 Oct 2020, 16:36:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7157504,-7.4600976,1,280,30,5.040,96,3.744,45,211,0,0,0,0.00,0,0.00
F39E5D9C,83,2 (Full),5.589,"Fri, 02 Oct 2020, 16:39:41","Fri, 02 Oct 2020, 16:36:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7155712,-7.4600424,1,284,21,5.040,100,3.744,42,214,0,0,0,0.00,0,0.00
3785D2A0,83,2 (Full),5.590,"Fri, 02 Oct 2020, 16:39:43","Fri, 02 Oct 2020, 16:36:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.715456,-7.460008,1,286,13,5.040,77,3.744,39,217,0,0,0,0.00,0,0.00
B1D0C376,83,2 (Full),5.591,"Fri, 02 Oct 2020, 16:39:46","Fri, 02 Oct 2020, 16:36:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.715328,-7.4599768,1,282,17,5.040,74,3.744,36,220,0,0,0,0.00,0,0.00
F91C364C,83,2 (Full),5.592,"Fri, 02 Oct 2020, 16:39:48","Fri, 02 Oct 2020, 16:36:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.715136,-7.4599296,1,284,25,5.040,70,3.744,33,223,0,0,0,0.00,0,0.00
D8D8037F,83,2 (Full),5.593,"Fri, 02 Oct 2020, 16:39:51","Fri, 02 Oct 2020, 16:36:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.71488,-7.45988,1,280,32,5.040,70,3.744,30,226,0,0,0,0.00,0,0.00
13A33392,83,2 (Full),5.594,"Fri, 02 Oct 2020, 16:39:53","Fri, 02 Oct 2020, 16:36:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.714624,-7.4598336,1,280,31,5.040,70,3.744,27,229,0,0,0,0.00,0,0.00
A20ABD95,83,2 (Full),5.595,"Fri, 02 Oct 2020, 16:39:56","Fri, 02 Oct 2020, 16:36:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7143808,-7.4597888,1,278,31,5.040,83,3.744,24,232,0,0,0,0.00,0,0.00
E7F5AC95,83,2 (Full),5.596,"Fri, 02 Oct 2020, 16:39:59","Fri, 02 Oct 2020, 16:36:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7142016,-7.459732,1,284,22,5.040,87,3.744,21,235,0,0,0,0.00,0,0.00
A005DA63,83,2 (Full),5.597,"Fri, 02 Oct 2020, 16:40:01","Fri, 02 Oct 2020, 16:36:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7140608,-7.4597032,1,280,15,5.040,96,3.726,18,238,0,0,0,0.00,0,0.00
7D435424,83,2 (Full),5.598,"Fri, 02 Oct 2020, 16:40:04","Fri, 02 Oct 2020, 16:36:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7139328,-7.459668,1,282,13,5.040,100,3.744,15,241,0,0,0,0.00,0,0.00
DD72FCDE,83,2 (Full),5.599,"Fri, 02 Oct 2020, 16:40:07","Fri, 02 Oct 2020, 16:36:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7138688,-7.4596392,1,290,8,5.040,96,3.744,12,244,0,0,0,0.00,0,0.00
DB6BD768,83,2 (Full),5.600,"Fri, 02 Oct 2020, 16:40:10","Fri, 02 Oct 2020, 16:36:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7137792,-7.4596152,1,288,8,5.040,90,3.744,9,247,0,0,0,0.00,0,0.00
B3147E8D,83,2 (Full),5.601,"Fri, 02 Oct 2020, 16:40:13","Fri, 02 Oct 2020, 16:36:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.713728,-7.4596008,1,288,5,5.040,87,3.744,6,250,0,0,0,0.00,0,0.00
545B8910,83,2 (Full),5.602,"Fri, 02 Oct 2020, 16:40:16","Fri, 02 Oct 2020, 16:37:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.713664,-7.4595848,1,288,4,5.040,87,3.708,3,253,0,0,0,0.00,0,0.00
90FD9C31,83,2 (Full),5.603,"Fri, 02 Oct 2020, 16:40:19","Fri, 02 Oct 2020, 16:37:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7136384,-7.4595736,1,0,2,5.040,90,3.744,0,0,0,0,0,0.00,0,0.00
97416D68,83,2 (Full),5.604,"Fri, 02 Oct 2020, 16:40:21","Fri, 02 Oct 2020, 16:37:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7136256,-7.4595416,1,308,4,5.040,90,3.744,253,3,0,0,0,0.00,0,0.00
E3918F75,83,2 (Full),5.605,"Fri, 02 Oct 2020, 16:40:24","Fri, 02 Oct 2020, 16:37:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7135872,-7.4594824,1,358,6,5.040,83,3.744,250,6,0,0,0,0.00,0,0.00
01B54E16,83,2 (Full),5.606,"Fri, 02 Oct 2020, 16:40:27","Fri, 02 Oct 2020, 16:37:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7136128,-7.4594176,1,16,7,5.040,83,3.744,247,9,0,0,0,0.00,0,0.00
57BF042E,83,2 (Full),5.607,"Fri, 02 Oct 2020, 16:40:29","Fri, 02 Oct 2020, 16:37:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7136128,-7.4593344,1,10,11,5.040,83,3.744,244,12,0,0,0,0.00,0,0.00
6EEFF731,83,2 (Full),5.608,"Fri, 02 Oct 2020, 16:40:32","Fri, 02 Oct 2020, 16:37:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7136256,-7.4591808,1,16,21,5.040,80,3.744,241,15,0,0,0,0.00,0,0.00
24F123A1,83,2 (Full),5.609,"Fri, 02 Oct 2020, 16:40:35","Fri, 02 Oct 2020, 16:37:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7136512,-7.4589976,1,16,26,5.040,100,3.744,238,18,0,0,0,0.00,0,0.00
CB7A9E3D,83,2 (Full),5.610,"Fri, 02 Oct 2020, 16:40:38","Fri, 02 Oct 2020, 16:37:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.713728,-7.4587904,1,14,28,5.040,100,3.744,235,21,0,0,0,0.00,0,0.00
964792CB,83,2 (Full),5.611,"Fri, 02 Oct 2020, 16:40:43","Fri, 02 Oct 2020, 16:37:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7137664,-7.4585376,1,16,36,5.040,93,3.744,232,24,0,0,0,0.00,0,0.00
CF09E49A,83,2 (Full),5.612,"Fri, 02 Oct 2020, 16:40:46","Fri, 02 Oct 2020, 16:37:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7138688,-7.4582216,1,18,43,5.040,74,3.744,229,27,0,0,0,0.00,0,0.00
2038039E,83,2 (Full),5.613,"Fri, 02 Oct 2020, 16:40:48","Fri, 02 Oct 2020, 16:37:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7139456,-7.457864,1,14,47,5.040,64,3.744,226,30,0,0,0,0.00,0,0.00
061D0014,83,2 (Full),5.614,"Fri, 02 Oct 2020, 16:40:52","Fri, 02 Oct 2020, 16:37:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.714048,-7.4575368,1,18,41,5.040,70,3.744,223,33,0,0,0,0.00,0,0.00
7640007A,83,2 (Full),5.615,"Fri, 02 Oct 2020, 16:40:55","Fri, 02 Oct 2020, 16:37:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7141248,-7.457216,1,12,42,5.040,67,3.744,220,36,0,0,0,0.00,0,0.00
E40E0344,83,2 (Full),5.616,"Fri, 02 Oct 2020, 16:40:57","Fri, 02 Oct 2020, 16:37:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7141632,-7.45696,1,8,28,5.040,70,3.708,217,39,0,0,0,0.00,0,0.00
499E5E73,83,2 (Full),5.617,"Fri, 02 Oct 2020, 16:41:01","Fri, 02 Oct 2020, 16:37:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7142272,-7.4567288,1,16,32,5.040,67,3.744,214,42,0,0,0,0.00,0,0.00
BFDBE270,83,2 (Full),5.618,"Fri, 02 Oct 2020, 16:41:05","Fri, 02 Oct 2020, 16:37:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7142912,-7.456476,1,16,33,5.040,70,3.744,211,45,0,0,0,0.00,0,0.00
DB8AC65D,83,2 (Full),5.619,"Fri, 02 Oct 2020, 16:41:08","Fri, 02 Oct 2020, 16:37:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7143552,-7.4562144,1,14,35,5.040,64,3.744,208,48,0,0,0,0.00,0,0.00
2DA3E1D7,83,2 (Full),5.620,"Fri, 02 Oct 2020, 16:41:10","Fri, 02 Oct 2020, 16:37:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7144576,-7.455928,1,16,40,5.041,64,3.744,205,51,0,0,0,0.00,0,0.00
6FCA6800,83,2 (Full),5.621,"Fri, 02 Oct 2020, 16:41:13","Fri, 02 Oct 2020, 16:37:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7145344,-7.4556408,1,18,38,5.041,64,3.690,202,54,0,0,0,0.00,0,0.00
CEC53A51,83,2 (Full),5.622,"Fri, 02 Oct 2020, 16:41:15","Fri, 02 Oct 2020, 16:38:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7145728,-7.4553816,1,356,30,5.041,64,3.708,199,57,0,0,0,0.00,0,0.00
E8C8F601,83,2 (Full),5.623,"Fri, 02 Oct 2020, 16:41:18","Fri, 02 Oct 2020, 16:38:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7145856,-7.4551248,1,2,32,5.041,61,3.744,196,60,0,0,0,0.00,0,0.00
8266F14A,83,2 (Full),5.624,"Fri, 02 Oct 2020, 16:41:20","Fri, 02 Oct 2020, 16:38:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7145856,-7.4548696,1,358,31,5.041,64,3.708,193,63,0,0,0,0.00,0,0.00
91C67EDD,83,2 (Full),5.625,"Fri, 02 Oct 2020, 16:41:23","Fri, 02 Oct 2020, 16:38:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7146112,-7.4546048,1,0,34,5.041,64,3.726,190,66,0,0,0,0.00,0,0.00
D390ACE6,83,2 (Full),5.626,"Fri, 02 Oct 2020, 16:41:25","Fri, 02 Oct 2020, 16:38:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7146112,-7.4543984,1,2,26,5.041,64,3.744,187,69,0,0,0,0.00,0,0.00
9139699D,83,2 (Full),5.627,"Fri, 02 Oct 2020, 16:41:29","Fri, 02 Oct 2020, 16:38:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.714624,-7.4542128,1,4,23,5.041,67,3.744,184,72,0,0,0,0.00,0,0.00
85BA3A6C,83,2 (Full),5.628,"Fri, 02 Oct 2020, 16:41:31","Fri, 02 Oct 2020, 16:38:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7146496,-7.4540664,1,0,16,5.041,74,3.744,181,75,0,0,0,0.00,0,0.00
B0E91B3F,83,2 (Full),5.629,"Fri, 02 Oct 2020, 16:41:34","Fri, 02 Oct 2020, 16:38:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7146496,-7.4539816,1,0,9,5.041,74,3.744,178,78,0,0,0,0.00,0,0.00
261D189E,83,2 (Full),5.630,"Fri, 02 Oct 2020, 16:41:37","Fri, 02 Oct 2020, 16:38:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7146496,-7.453932,1,356,3,5.041,80,3.744,175,81,0,0,0,0.00,0,0.00
D78313AC,83,2 (Full),5.631,"Fri, 02 Oct 2020, 16:41:39","Fri, 02 Oct 2020, 16:38:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7146496,-7.453872,1,356,6,5.041,80,3.744,172,84,0,0,0,0.00,0,0.00
00629360,83,2 (Full),5.632,"Fri, 02 Oct 2020, 16:41:42","Fri, 02 Oct 2020, 16:38:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7146496,-7.453736,1,2,16,5.041,74,3.744,169,87,0,0,0,0.00,0,0.00
513DED41,83,2 (Full),5.633,"Fri, 02 Oct 2020, 16:41:44","Fri, 02 Oct 2020, 16:38:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.714688,-7.4535616,1,8,21,5.041,74,3.708,166,90,0,0,0,0.00,0,0.00
07BD2EDC,83,2 (Full),5.634,"Fri, 02 Oct 2020, 16:41:47","Fri, 02 Oct 2020, 16:38:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7147136,-7.4534344,1,12,14,5.041,77,3.726,163,93,0,0,0,0.00,0,0.00
9E822D47,83,2 (Full),5.635,"Fri, 02 Oct 2020, 16:41:49","Fri, 02 Oct 2020, 16:38:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7147392,-7.4533216,1,16,16,5.041,77,3.726,160,96,0,0,0,0.00,0,0.00
978522E7,83,2 (Full),5.636,"Fri, 02 Oct 2020, 16:41:52","Fri, 02 Oct 2020, 16:38:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.714816,-7.4531208,1,16,27,5.041,83,3.744,157,99,0,0,0,0.00,0,0.00
2845801A,83,2 (Full),5.637,"Fri, 02 Oct 2020, 16:41:55","Fri, 02 Oct 2020, 16:38:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7148928,-7.4529008,1,20,29,5.041,83,3.744,154,102,0,0,0,0.00,0,0.00
D7CED7E6,83,2 (Full),5.638,"Fri, 02 Oct 2020, 16:41:58","Fri, 02 Oct 2020, 16:38:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7149824,-7.4526616,1,20,33,5.041,93,3.744,151,105,0,0,0,0.00,0,0.00
8A6F3766,83,2 (Full),5.639,"Fri, 02 Oct 2020, 16:42:00","Fri, 02 Oct 2020, 16:38:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.715072,-7.4524056,1,14,34,5.041,87,3.690,148,108,0,0,0,0.00,0,0.00
1B62D453,83,2 (Full),5.640,"Fri, 02 Oct 2020, 16:42:03","Fri, 02 Oct 2020, 16:38:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.715136,-7.4521912,1,14,26,5.041,87,3.726,145,111,0,0,0,0.00,0,0.00
39C3FB85,83,2 (Full),5.641,"Fri, 02 Oct 2020, 16:42:06","Fri, 02 Oct 2020, 16:38:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7151744,-7.4520944,1,20,10,5.041,87,3.726,142,114,0,0,0,0.00,0,0.00
91D8CC02,83,2 (Full),5.642,"Fri, 02 Oct 2020, 16:42:09","Fri, 02 Oct 2020, 16:39:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7152384,-7.4520832,1,84,7,5.041,90,3.690,139,117,0,0,0,0.00,0,0.00
4123C8B8,83,2 (Full),5.643,"Fri, 02 Oct 2020, 16:42:12","Fri, 02 Oct 2020, 16:39:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7152384,-7.4521128,1,134,4,5.041,83,3.744,136,120,0,0,0,0.00,0,0.00
6C135C78,83,2 (Full),5.644,"Fri, 02 Oct 2020, 16:42:14","Fri, 02 Oct 2020, 16:39:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7153024,-7.4521136,1,104,7,5.041,80,3.726,133,123,0,0,0,0.00,0,0.00
196C94DB,83,2 (Full),5.645,"Fri, 02 Oct 2020, 16:42:17","Fri, 02 Oct 2020, 16:39:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7154048,-7.4521232,1,98,11,5.041,70,3.726,130,126,0,0,0,0.00,0,0.00
3CABCA6E,83,2 (Full),5.646,"Fri, 02 Oct 2020, 16:42:20","Fri, 02 Oct 2020, 16:39:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7154304,-7.4521312,1,104,4,5.041,70,3.726,127,129,0,0,0,0.00,0,0.00
3B39D0C0,83,2 (Full),5.647,"Fri, 02 Oct 2020, 16:42:22","Fri, 02 Oct 2020, 16:39:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7154432,-7.4521464,1,0,2,5.041,64,3.726,124,132,0,0,0,0.00,0,0.00
1778FB9D,83,2 (Full),5.648,"Fri, 02 Oct 2020, 16:42:25","Fri, 02 Oct 2020, 16:39:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7154816,-7.4521472,1,0,0,5.041,67,3.726,121,135,0,0,0,0.00,0,0.00
8C9ECC3E,83,2 (Full),5.649,"Fri, 02 Oct 2020, 16:42:27","Fri, 02 Oct 2020, 16:39:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7154944,-7.4521432,1,0,0,5.041,70,3.726,118,138,0,0,0,0.00,0,0.00
BFF0202A,83,2 (Full),5.650,"Fri, 02 Oct 2020, 16:42:30","Fri, 02 Oct 2020, 16:39:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7154816,-7.4521384,1,0,0,5.041,67,3.690,115,141,0,0,0,0.00,0,0.00
722575B2,83,2 (Full),5.651,"Fri, 02 Oct 2020, 16:42:32","Fri, 02 Oct 2020, 16:39:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7154816,-7.4521304,1,0,0,5.041,64,3.690,112,144,0,0,0,0.00,0,0.00
2EAAB884,83,2 (Full),5.652,"Fri, 02 Oct 2020, 16:42:35","Fri, 02 Oct 2020, 16:39:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7154944,-7.4521208,1,0,0,5.041,61,3.744,109,147,0,0,0,0.00,0,0.00
FF385AB2,83,2 (Full),5.653,"Fri, 02 Oct 2020, 16:42:37","Fri, 02 Oct 2020, 16:39:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7155072,-7.452116,1,0,1,5.041,64,3.726,106,150,0,0,0,0.00,0,0.00
FA45B716,83,2 (Full),5.654,"Fri, 02 Oct 2020, 16:42:40","Fri, 02 Oct 2020, 16:39:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7155328,-7.4521096,1,0,0,5.041,70,3.744,103,153,0,0,0,0.00,0,0.00
2589F27C,83,2 (Full),5.655,"Fri, 02 Oct 2020, 16:42:42","Fri, 02 Oct 2020, 16:39:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7155456,-7.4521136,1,0,0,5.041,64,3.726,100,156,0,0,0,0.00,0,0.00
9D92A6AD,83,2 (Full),5.656,"Fri, 02 Oct 2020, 16:42:45","Fri, 02 Oct 2020, 16:39:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7155456,-7.4521088,1,0,0,5.041,67,3.744,97,159,0,0,0,0.00,0,0.00
801FD11F,83,2 (Full),5.657,"Fri, 02 Oct 2020, 16:42:47","Fri, 02 Oct 2020, 16:39:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7155456,-7.4521008,1,0,0,5.041,70,3.744,94,162,0,0,0,0.00,0,0.00
33F656C1,83,2 (Full),5.658,"Fri, 02 Oct 2020, 16:42:51","Fri, 02 Oct 2020, 16:39:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7155456,-7.4520976,1,0,0,5.041,67,3.726,91,165,0,0,0,0.00,0,0.00
3E6D8151,83,2 (Full),5.659,"Fri, 02 Oct 2020, 16:42:57","Fri, 02 Oct 2020, 16:39:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7155456,-7.4521016,1,0,0,5.041,61,3.744,88,168,0,0,0,0.00,0,0.00
